,a,x,y
9651,1,128,876
9652,1,128,956
9653,1,128,1346
9654,1,128,1969
9655,1,128,7337
9656,1,128,882
9657,1,128,978
9658,1,128,717
9659,1,128,3665
9660,1,128,3860
9661,1,128,855
9662,1,128,160
9663,1,128,735
9664,1,128,100
9665,1,128,222
9666,1,128,415
9667,1,128,1023
9668,1,128,2486
9669,1,128,1002
9670,1,128,610
9671,1,128,5109
9672,1,128,3664
9673,1,128,1171
9674,1,128,13372
9675,1,128,732
9676,1,128,2392
9677,1,128,681
9678,1,128,1860
9679,1,128,3021
9680,1,128,4974
9681,1,128,1343
9682,1,128,267
9683,1,128,1773
9684,1,128,4665
9685,1,128,278
9686,1,128,792
9687,1,128,2844
9688,1,128,5198
9689,1,128,1767
9690,1,128,6919
9691,1,128,136
9692,1,128,891
9693,1,128,11816
9694,1,128,1606
9695,1,128,798
9696,1,128,289
9697,1,128,6452
9698,1,128,214
9699,1,128,6262
9700,1,128,823
9701,1,128,3379
9702,1,128,1665
9703,1,128,18128
9704,1,128,3219
9705,1,128,10153
9706,1,128,117
9707,1,128,18190
9708,1,128,573
9709,1,128,1353
9710,1,128,379
9711,1,128,4004
9712,1,128,122
9713,1,128,1632
9714,1,128,1243
9715,1,128,27510
9716,1,128,361
9717,1,128,379
9718,1,128,914
9719,1,128,1806
9720,1,128,1339
9721,1,128,2269
9722,1,128,328
9723,1,128,2316
9724,1,128,1095
9725,1,128,3439
9726,1,128,1438
9727,1,128,658
9728,1,128,759
9729,1,128,1393
9730,1,128,258
9731,1,128,912
9732,1,128,741
9733,1,128,325
9734,1,128,1406
9735,1,128,1257
9736,1,128,2400
9737,1,128,6156
9738,1,128,1860
9739,1,128,565
9740,1,128,2176
9741,1,128,1580
9742,1,128,1156
9743,1,128,1014
9744,1,128,786
9745,1,128,253
9746,1,128,1379
9747,1,128,851
9748,1,128,2089
9749,1,128,1578
9750,1,128,179
9751,1,128,537
9752,1,128,549
9753,1,128,1108
9754,1,128,756
9755,1,128,3054
9756,1,128,127
9757,1,128,801
9758,1,128,970
9759,1,128,914
9760,1,128,3546
9761,1,128,1423
9762,1,128,625
9763,1,128,629
9764,1,128,475
9765,1,128,2586
9766,1,128,245
9767,1,128,952
9768,1,128,1395
9769,1,128,2982
9770,1,128,469
9771,1,128,2479
9772,1,128,1564
9773,1,128,1118
9774,1,128,9050
9775,1,128,628
9776,1,128,2776
9777,1,128,1616
9778,1,128,318
9779,1,128,1484
9780,1,128,2480
9781,1,128,129
9782,1,128,109
9783,1,128,125
9784,1,128,3349
9785,1,128,1066
9786,1,128,3410
9787,1,128,2859
9788,1,128,733
9789,1,128,731
9790,1,128,2484
9791,1,128,534
9792,1,128,571
9793,1,128,836
9794,1,128,2657
9795,1,128,1510
9796,1,128,604
9797,1,128,794
9798,1,128,2471
9799,1,128,3145
9800,1,128,420
9801,1,128,1275
9802,1,128,3803
9803,1,128,3564
9804,1,128,569
9805,1,128,478
9806,1,128,300
9807,1,128,189
9808,1,128,1327
9809,1,128,2341
9810,1,128,902
9811,1,128,3111
9812,1,128,169
9813,1,128,574
9814,1,128,370
9815,1,128,253
9816,1,128,764
9817,1,128,5463
9818,1,128,645
9819,1,128,72
9820,1,128,170
9821,1,128,471
9822,1,128,339
9823,1,128,201
9824,1,128,3043
9825,1,128,103
9826,1,128,1288
9827,1,128,976
9828,1,128,345
9829,1,128,2628
9830,1,128,242
9831,1,128,63
9832,1,128,318
9833,1,128,596
9834,1,128,325
9835,1,128,1022
9836,1,128,338
9837,1,128,377
9838,1,128,2260
9839,1,128,3005
9840,1,128,350
9841,1,128,2192
9842,1,128,230
9843,1,128,1454
9844,1,128,719
9845,1,128,1613
9846,1,128,324
9847,1,128,1267
9848,1,128,1726
9849,1,128,446
9850,1,128,217
9851,1,128,295
9852,1,128,241
9853,1,128,288
9854,1,128,561
9855,1,128,4120
9856,1,128,261
9857,1,128,637
9858,1,128,225
9859,1,128,933
9860,1,128,582
9861,1,128,662
9862,1,128,180
9863,1,128,90
9864,1,128,909
9865,1,128,1975
9866,1,128,598
9867,1,128,143
9868,1,128,825
9869,1,128,274
9870,1,128,257
9871,1,128,790
9872,1,128,8068
9873,1,128,297
9874,1,128,316
9875,1,128,1104
9876,1,128,354
9877,1,128,3943
9878,1,128,379
9879,1,128,1368
9880,1,128,3448
9881,1,128,1787
9882,1,128,368
9883,1,128,2192
9884,1,128,97
9885,1,128,753
9886,1,128,334
9887,1,128,185
9888,1,128,30
9889,1,128,62
9890,1,128,60
9891,1,128,55
9892,1,128,533
9893,1,128,2165
9894,1,128,535
9895,1,128,849
9896,1,128,3753
9897,1,128,584
9898,1,128,1546
9899,1,128,1141
9900,1,128,242
9901,1,128,262
9902,1,128,406
9903,1,128,2853
9904,1,128,2829
9905,1,128,100
9906,1,128,270
9907,1,128,910
9908,1,128,747
9909,1,128,9790
9910,1,128,814
9911,1,128,564
9912,1,128,3623
9913,1,128,264
9914,1,128,2065
9915,1,128,373
9916,1,128,1767
9917,1,128,3634
9918,1,128,1124
9919,1,128,4399
9920,1,128,2205
9921,1,128,453
9922,1,128,418
9923,1,128,799
9924,1,128,5594
9925,1,128,3000
9926,1,128,1006
9927,1,128,1027
9928,1,128,2685
9929,1,128,4604
9930,1,128,1353
9931,1,128,552
9932,1,128,892
9933,1,128,3700
9934,1,128,2722
9935,1,128,1104
9936,1,128,1021
9937,1,128,1215
9938,1,128,4415
9939,1,128,1078
9940,1,128,985
9941,1,128,2991
9942,1,128,849
9943,1,128,1232
9944,1,128,295
9945,1,128,928
9946,1,128,2521
9947,1,128,1087
9948,1,128,601
9949,1,128,306
9950,1,128,654
9951,1,128,1231
9952,1,128,526
9953,1,128,421
9954,1,128,554
9955,1,128,1228
9956,1,128,370
9957,1,128,6615
9958,1,128,954
9959,1,128,2752
9960,1,128,503
9961,1,128,1357
9962,1,128,650
9963,1,128,1018
9964,1,128,236
9965,1,128,1960
9966,1,128,490
9967,1,128,1433
9968,1,128,2079
9969,1,128,1746
9970,1,128,2158
9971,1,128,394
9972,1,128,154
9973,1,128,636
9974,1,128,2005
9975,1,128,1452
9976,1,128,185
9977,1,128,751
9978,1,128,617
9979,1,128,393
9980,1,128,801
9981,1,128,1793
9982,1,128,2175
9983,1,128,764
9984,1,128,324
9985,1,128,1487
9986,1,128,188
9987,1,128,221
9988,1,128,696
9989,1,128,1252
9990,1,128,379
9991,1,128,3262
9992,1,128,504
9993,1,128,1415
9994,1,128,3677
9995,1,128,6361
9996,1,128,1527
9997,1,128,1578
9998,1,128,483
9999,1,128,6095
10000,1,128,493
10001,1,128,1786
10002,1,128,1118
10003,1,128,507
10004,1,128,5327
10005,1,128,1331
10006,1,128,746
10007,1,128,422
10008,1,128,465
10009,1,128,2516
10010,1,128,970
10011,1,128,1282
10012,1,128,882
10013,1,128,520
10014,1,128,2246
10015,1,128,1325
10016,1,128,302
10017,1,128,2647
10018,1,128,606
10019,1,128,1442
10020,1,128,1509
10021,1,128,890
10022,1,128,1029
10023,1,128,1075
10024,1,128,3271
10025,1,128,432
10026,1,128,395
10027,1,128,666
10028,1,128,484
10029,1,128,469
10030,1,128,1105
10031,1,128,1129
10032,1,128,788
10033,1,128,1634
10034,1,128,236
10035,1,128,1652
10036,1,128,3445
10037,1,128,221
10038,1,128,416
10039,1,128,2394
10040,1,128,817
10041,1,128,2307
10042,1,128,436
10043,1,128,2474
10044,1,128,857
10045,1,128,5627
10046,1,128,503
10047,1,128,1677
10048,1,128,3525
10049,1,128,1316
10050,1,128,150
10051,1,128,2980
10052,1,128,589
10053,1,128,354
10054,1,128,741
10055,1,128,1502
10056,1,128,365
10057,1,128,1886
10058,1,128,444
10059,1,128,374
10060,1,128,532
10061,1,128,768
10062,1,128,499
10063,1,128,440
10064,1,128,8031
10065,1,128,1587
10066,1,128,1355
10067,1,128,1018
10068,1,128,1558
10069,1,128,938
10070,1,128,958
10071,1,128,671
10072,1,128,876
10073,1,128,997
10074,1,128,7799
10075,1,128,980
10076,1,128,431
10077,1,128,1595
10078,1,128,1060
10079,1,128,1127
10080,1,128,2054
10081,1,128,1396
10082,1,128,1500
10083,1,128,870
10084,1,128,1600
10085,1,128,661
10086,1,128,616
10087,1,128,3477
10088,1,128,725
10089,1,128,899
10090,1,128,746
10091,1,128,743
10092,1,128,1374
10093,1,128,1787
10094,1,128,653
10095,1,128,369
10096,1,128,2178
10097,1,128,156
10098,1,128,1027
10099,1,128,2005
10100,1,128,508
10101,1,128,3812
10102,1,128,1991
10103,1,128,477
10104,1,128,1473
10105,1,128,2076
10106,1,128,1383
10107,1,128,4995
10108,1,128,3067
10109,1,128,3865
10110,1,128,2116
10111,1,128,939
10112,1,128,580
10113,1,128,2402
10114,1,128,1267
10115,1,128,5765
10116,1,128,2827
10117,1,128,2612
10118,1,128,491
10119,1,128,1525
10120,1,128,17242
10121,1,128,3724
10122,1,128,552
10123,1,128,2404
10124,1,128,2346
10125,1,128,395
10126,1,128,141
10127,1,128,1115
10128,1,128,4039
10129,1,128,805
10130,1,128,2386
10131,1,128,1322
10132,1,128,59
10133,1,128,2538
10134,1,128,1423
10135,1,128,902
10136,1,128,710
10137,1,128,503
10138,1,128,711
10139,1,128,913
10140,1,128,720
10141,1,128,1177
10142,1,128,796
10143,1,128,3394
10144,1,128,327
10145,1,128,1408
10146,1,128,1387
10147,1,128,986
10148,1,128,361
10149,1,128,1497
10150,1,128,441
10151,1,128,4783
10152,1,128,1918
10153,1,128,1406
10154,1,128,1307
10155,1,128,379
10156,1,128,2917
10157,1,128,1515
10158,1,128,780
10159,1,128,2397
10160,1,128,796
10161,1,128,4159
10162,1,128,1064
10163,1,128,1238
10164,1,128,2391
10165,1,128,4352
10166,1,128,5810
10167,1,128,475
10168,1,128,4224
10169,1,128,898
10170,1,128,12883
10171,1,128,415
10172,1,128,1287
10173,1,128,5183
10174,1,128,3643
10175,1,128,1331
10176,1,128,4603
10177,1,128,775
10178,1,128,713
10179,1,128,785
10180,1,128,1945
10181,1,128,964
10182,1,128,1563
10183,1,128,1462
10184,1,128,2908
10185,1,128,3217
10186,1,128,12230
10187,1,128,11137
10188,1,128,7231
10189,1,128,1327
10190,1,128,3629
10191,1,128,69
10192,1,128,8631
10193,1,128,2627
10194,1,128,604
10195,1,128,1096
10196,1,128,2000
10197,1,128,1886
10198,1,128,631
10199,1,128,1066
10200,1,128,787
10201,1,128,203
10202,1,128,2311
10203,1,128,1719
10204,1,128,621
10205,1,128,1161
10206,1,128,551
10207,1,128,2647
10208,1,128,2454
10209,1,128,380
10210,1,128,955
10211,1,128,337
10212,1,128,724
10213,1,128,940
10214,1,128,359
10215,1,128,346
10216,1,128,1438
10217,1,128,117
10218,1,128,870
10219,1,128,314
10220,1,128,68
10221,1,128,1285
10222,1,128,1978
10223,1,128,857
10224,1,128,4602
10225,1,128,405
10226,1,128,1814
10227,1,128,6484
10228,1,128,2013
10229,1,128,2275
10230,1,128,4412
10231,1,128,1536
10232,1,128,1790
10233,1,128,1108
10234,1,128,1865
10235,1,128,902
10236,1,128,3278
10237,1,128,1877
10238,1,128,773
10239,1,128,1784
10240,1,128,1070
10241,1,128,234
10242,1,128,416
10243,1,128,1030
10244,1,128,1285
10245,1,128,3447
10246,1,128,1406
10247,1,128,832
10248,1,128,1918
10249,1,128,987
10250,1,128,971
10251,1,128,1197
10252,1,128,1205
10253,1,128,832
10254,1,128,2131
10255,1,128,1255
10256,1,128,4402
10257,1,128,277
10258,1,128,4390
10259,1,128,3976
10260,1,128,1487
10261,1,128,1400
10262,1,128,1495
10263,1,128,2695
10264,1,128,395
10265,1,128,1179
10266,1,128,198
10267,1,128,799
10268,1,128,881
10269,1,128,1032
10270,1,128,5557
10271,1,128,1672
10272,1,128,1534
10273,1,128,580
10274,1,128,1155
10275,1,128,802
10276,1,128,433
10277,1,128,1210
10278,1,128,1361
10279,1,128,717
10280,1,128,3531
10281,1,128,589
10282,1,128,1308
10283,1,128,1874
10284,1,128,1062
10285,1,128,4082
10286,1,128,299
10287,1,128,815
10288,1,128,1298
10289,1,128,1417
10290,1,128,736
10291,1,128,2054
10292,1,128,801
10293,1,128,754
10294,1,128,1619
10295,1,128,2504
10296,1,128,1381
10297,1,128,1396
10298,1,128,2429
10299,1,128,5076
10300,1,128,1409
10301,1,128,340
10302,1,128,254
10303,1,128,656
10304,1,128,1996
10305,1,128,979
10306,1,128,1773
10307,1,128,4093
10308,1,128,174
10309,1,128,819
10310,1,128,1715
10311,1,128,532
10312,1,128,790
10313,1,128,2722
10314,1,128,576
10315,1,128,662
10316,1,128,1130
10317,1,128,354
10318,1,128,126
10319,1,128,1226
10320,1,128,827
10321,1,128,3478
10322,1,128,1667
10323,1,128,866
10324,1,128,2976
10325,1,128,110
10326,1,128,121
10327,1,128,912
10328,1,128,1449
10329,1,128,2568
10330,1,128,1192
10331,1,128,787
10332,1,128,1291
10333,1,128,1152
10334,1,128,383
10335,1,128,406
10336,1,128,3249
10337,1,128,2252
10338,1,128,388
10339,1,128,5177
10340,1,128,1291
10341,1,128,298
10342,1,128,13938
10343,1,128,1330
10344,1,128,964
10345,1,128,793
10346,1,128,1138
10347,1,128,2589
10348,1,128,3542
10349,1,128,149
10350,1,128,4770
10351,1,128,983
10352,1,128,628
10353,1,128,709
10354,1,128,7127
10355,1,128,221
10356,1,128,574
10357,1,128,1238
10358,1,128,178
10359,1,128,1685
10360,1,128,1711
10361,1,128,96
10362,1,128,1800
10363,1,128,1423
10364,1,128,4773
10365,1,128,1830
10366,1,128,324
10367,1,128,325
10368,1,128,1039
10369,1,128,2464
10370,1,128,1215
10371,1,128,823
10372,1,128,352
10373,1,128,5081
10374,1,128,2633
10375,1,128,1474
10376,1,128,364
10377,1,128,3128
10378,1,128,1423
10379,1,128,2504
10380,1,128,579
10381,1,128,7181
10382,1,128,6265
10383,1,128,236
10384,1,128,3491
10385,1,128,308
10386,1,128,4930
10387,1,128,190
10388,1,128,6876
10389,1,128,427
10390,1,128,3519
10391,1,128,982
10392,1,128,181
10393,1,128,3943
10394,1,128,891
10395,1,128,231
10396,1,128,1783
10397,1,128,511
10398,1,128,2336
10399,1,128,756
10400,1,128,13351
10401,1,128,1807
10402,1,128,738
10403,1,128,1242
10404,1,128,51
10405,1,128,475
10406,1,128,633
10407,1,128,1565
10408,1,128,655
10409,1,128,548
10410,1,128,5855
10411,1,128,4227
10412,1,128,1804
10413,1,128,2011
10414,1,128,3955
10415,1,128,2334
10416,1,128,2796
10417,1,128,2911
10418,1,128,591
10419,1,128,4715
10420,1,128,850
10421,1,128,1965
10422,1,128,8273
10423,1,128,1637
10424,1,128,9376
10425,1,128,841
10426,1,128,855
10427,1,128,2155
10428,1,128,346
10429,1,128,8207
10430,1,128,4450
10431,1,128,4957
10432,1,128,1240
10433,1,128,269
10434,1,128,1261
10435,1,128,841
10436,1,128,1544
10437,1,128,196
10438,1,128,121
10439,1,128,751
10440,1,128,3124
10441,1,128,4130
10442,1,128,1125
10443,1,128,102
10444,1,128,1420
10445,1,128,182
10446,1,128,328
10447,1,128,513
10448,1,128,537
10449,1,128,1281
10450,1,128,1766
10451,1,128,137
10452,1,128,1201
10453,1,128,717
10454,1,128,450
10455,1,128,462
10456,1,128,690
10457,1,128,129
10458,1,128,103
10459,1,128,1056
10460,1,128,1695
10461,1,128,7106
10462,1,128,3532
10463,1,128,9745
10464,1,128,791
10465,1,128,1029
10466,1,128,5541
10467,1,128,2543
10468,1,128,2542
10469,1,128,285
10470,1,128,1945
10471,1,128,633
10472,1,128,1640
10473,1,128,776
10474,1,128,205
10475,1,128,1987
10476,1,128,1091
10477,1,128,2440
10478,1,128,2466
10479,1,128,8417
10480,1,128,3053
10481,1,128,995
10482,1,128,1837
10483,1,128,2267
10484,1,128,3648
10485,1,128,880
10486,1,128,106
10487,1,128,1294
10488,1,128,1716
10489,1,128,3509
10490,1,128,1427
10491,1,128,161
10492,1,128,442
10493,1,128,3333
10494,1,128,1537
10495,1,128,512
10496,1,128,2411
10497,1,128,1144
10498,1,128,732
10499,1,128,4467
10500,1,128,6625
10501,1,128,8992
10502,1,128,481
10503,1,128,549
10504,1,128,1066
10505,1,128,3247
10506,1,128,405
10507,1,128,2707
10508,1,128,6825
10509,1,128,2993
10510,1,128,1252
10511,1,128,1042
10512,1,128,4438
10513,1,128,228
10514,1,128,1708
10515,1,128,157
10516,1,128,1021
10517,1,128,2295
10518,1,128,716
10519,1,128,1490
10520,1,128,2437
10521,1,128,2446
10522,1,128,5294
10523,1,128,3117
10524,1,128,1827
10525,1,128,4361
10526,1,128,173
10527,1,128,1262
10528,1,128,2072
10529,1,128,896
10530,1,128,433
10531,1,128,1119
10532,1,128,2856
10533,1,128,113
10534,1,128,1325
10535,1,128,3110
10536,1,128,2675
10537,1,128,1178
10538,1,128,1017
10539,1,128,767
10540,1,128,496
10541,1,128,5569
10542,1,128,1005
10543,1,128,961
10544,1,128,2185
10545,1,128,1080
10546,1,128,1599
10547,1,128,845
10548,1,128,12676
10549,1,128,519
10550,1,128,510
10551,1,128,451
10552,1,128,930
10553,1,128,1398
10554,1,128,608
10555,1,128,27312
10556,1,128,109
10557,1,128,908
10558,1,128,497
10559,1,128,708
10560,1,128,705
10561,1,128,789
10562,1,128,125
10563,1,128,257
10564,1,128,1107
10565,1,128,790
10566,1,128,584
10567,1,128,1756
10568,1,128,452
10569,1,128,1056
10570,1,128,1249
10571,1,128,182
10572,1,128,908
10573,1,128,9846
10574,1,128,229
10575,1,128,300
10576,1,128,1003
10577,1,128,393
10578,1,128,188
10579,1,128,699
10580,1,128,2051
10581,1,128,833
10582,1,128,2710
10583,1,128,560
10584,1,128,1823
10585,1,128,400
10586,1,128,479
10587,1,128,371
10588,1,128,874
10589,1,128,919
10590,1,128,2003
10591,1,128,349
10592,1,128,2414
10593,1,128,3214
10594,1,128,2117
10595,1,128,237
10596,1,128,1004
10597,1,128,2501
10598,1,128,738
10599,1,128,1588
10600,1,128,322
10601,1,128,279
10602,1,128,327
10603,1,128,485
10604,1,128,12496
10605,1,128,1600
10606,1,128,159
10607,1,128,26071
10608,1,128,5756
10609,1,128,704
10610,1,128,1801
10611,1,128,742
10612,1,128,1060
10613,1,128,1133
10614,1,128,426
10615,1,128,614
10616,1,128,409
10617,1,128,335
10618,1,128,400
10619,1,128,1882
10620,1,128,519
10621,1,128,1334
10622,1,128,1459
10623,1,128,965
10624,1,128,2963
10625,1,128,799
10626,1,128,1122
10627,1,128,4163
10628,1,128,365
10629,1,128,2078
10630,1,128,517
10631,1,128,242
10632,1,128,1350
10633,1,128,1434
10634,1,128,474
10635,1,128,111
10636,1,128,783
10637,1,128,1281
10638,1,128,500
10639,1,128,2260
10640,1,128,3027
10641,1,128,4555
10642,1,128,2971
10643,1,128,178
10644,1,128,111
10645,1,128,392
10646,1,128,219
10647,1,128,496
10648,1,128,79
10649,1,128,742
10650,1,128,469
10651,1,128,1108
10652,1,128,2814
10653,1,128,1042
10654,1,128,1082
10655,1,128,586
10656,1,128,108
10657,1,128,312
10658,1,128,1798
10659,1,128,1038
10660,1,128,1364
10661,1,128,468
10662,1,128,870
10663,1,128,509
10664,1,128,496
10665,1,128,480
10666,1,128,259
10667,1,128,179
10668,1,128,2335
10669,1,128,1009
10670,1,128,20
10671,1,128,1069
10672,1,128,196
10673,1,128,126
10674,1,128,166
10675,1,128,331
10676,1,128,240
10677,1,128,73
10678,1,128,1135
10679,1,128,196
10680,1,128,970
10681,1,128,641
10682,1,128,643
10683,1,128,334
10684,1,128,1670
10685,1,128,227
10686,1,128,1032
10687,1,128,1229
10688,1,128,262
10689,1,128,376
10690,1,128,511
10691,1,128,147
10692,1,128,494
10693,1,128,596
10694,1,128,952
10695,1,128,369
10696,1,128,252
10697,1,128,313
10698,1,128,1788
10699,1,128,344
10700,1,128,333
10701,1,128,491
10702,1,128,3969
10703,1,128,1415
10704,1,128,205
10705,1,128,987
10706,1,128,2320
10707,1,128,6067
10708,1,128,568
10709,1,128,702
10710,1,128,1548
10711,1,128,627
10712,1,128,2709
10713,1,128,847
10714,1,128,1074
10715,1,128,2396
10716,1,128,1195
10717,1,128,3026
10718,1,128,396
10719,1,128,1061
10720,1,128,742
10721,1,128,1163
10722,1,128,2443
10723,1,128,3908
10724,1,128,1389
10725,1,128,894
10726,1,128,3181
10727,1,128,869
10728,1,128,1131
10729,1,128,1231
10730,1,128,1515
10731,1,128,2850
10732,1,128,334
10733,1,128,1224
10734,1,128,9512
10735,1,128,1329
10736,1,128,789
10737,1,128,684
10738,1,128,556
10739,1,128,1081
10740,1,128,925
10741,1,128,3261
10742,1,128,4262
10743,1,128,514
10744,1,128,788
10745,1,128,3436
10746,1,128,5737
10747,1,128,858
10748,1,128,1781
10749,1,128,3798
10750,1,128,1189
10751,1,128,2002
10752,1,128,1435
10753,1,128,212
10754,1,128,2046
10755,1,128,3652
10756,1,128,912
10757,1,128,2434
10758,1,128,10002
10759,1,128,152
10760,1,128,2566
10761,1,128,943
10762,1,128,1698
10763,1,128,1011
10764,1,128,3222
10765,1,128,5344
10766,1,128,1501
10767,1,128,2342
10768,1,128,143
10769,1,128,578
10770,1,128,3298
10771,1,128,1470
10772,1,128,4736
10773,1,128,5547
10774,1,128,1874
10775,1,128,795
10776,1,128,1823
10777,1,128,1011
10778,1,128,4584
10779,1,128,2958
10780,1,128,2901
10781,1,128,1437
10782,1,128,1249
10783,1,128,536
10784,1,128,613
10785,1,128,5807
10786,1,128,1660
10787,1,128,494
10788,1,128,945
10789,1,128,601
10790,1,128,1531
10791,1,128,612
10792,1,128,1346
10793,1,128,1739
10794,1,128,1845
10795,1,128,17252
10796,1,128,8031
10797,1,128,4460
10798,1,128,2879
10799,1,128,1623
10800,1,128,2430
10801,1,128,558
10802,1,128,5572
10803,1,128,7179
10804,1,128,11147
10805,1,128,782
10806,1,128,1722
10807,1,128,6177
10808,1,128,680
10809,1,128,1775
10810,1,128,6579
10811,1,128,548
10812,1,128,3235
10813,1,128,2409
10814,1,128,2708
10815,1,128,783
10816,1,128,1339
10817,1,128,1795
10818,1,128,828
10819,1,128,935
10820,1,128,8802
10821,1,128,440
10822,1,128,2489
10823,1,128,658
10824,1,128,1761
10825,1,128,2045
10826,1,128,1639
10827,1,128,2571
10828,1,128,232
10829,1,128,418
10830,1,128,1018
10831,1,128,1918
10832,1,128,7973
10833,1,128,413
10834,1,128,448
10835,1,128,991
10836,1,128,548
10837,1,128,644
10838,1,128,309
10839,1,128,1171
10840,1,128,1744
10841,1,128,1455
10842,1,128,315
10843,1,128,3203
10844,1,128,1767
10845,1,128,12190
10846,1,128,2449
10847,1,128,2443
10848,1,128,897
10849,1,128,7477
10850,1,128,1551
10851,1,128,440
10852,1,128,1525
10853,1,128,357
10854,1,128,6372
10855,1,128,3090
10856,1,128,556
10857,1,128,445
10858,1,128,1661
10859,1,128,8473
10860,1,128,2085
10861,1,128,1678
10862,1,128,886
10863,1,128,3242
10864,1,128,1581
10865,1,128,1846
10866,1,128,1789
10867,1,128,285
10868,1,128,1119
10869,1,128,654
10870,1,128,773
10871,1,128,2232
10872,1,128,228
10873,1,128,829
10874,1,128,803
10875,1,128,1782
10876,1,128,1112
10877,1,128,240
10878,1,128,2770
10879,1,128,1005
10880,1,128,1014
10881,1,128,634
10882,1,128,3375
10883,1,128,1254
10884,1,128,5731
10885,1,128,401
10886,1,128,716
10887,1,128,1132
10888,1,128,654
10889,1,128,397
10890,1,128,147
10891,1,128,1304
10892,1,128,68
10893,1,128,590
10894,1,128,2176
10895,1,128,1803
10896,1,128,3005
10897,1,128,2200
10898,1,128,687
10899,1,128,989
10900,1,128,856
10901,1,128,547
10902,1,128,3919
10903,1,128,2826
10904,1,128,2132
10905,1,128,2695
10906,1,128,786
10907,1,128,1212
10908,1,128,2094
10909,1,128,4475
10910,1,128,2193
10911,1,128,3985
10912,1,128,2934
10913,1,128,377
10914,1,128,550
10915,1,128,1947
10916,1,128,492
10917,1,128,1836
10918,1,128,441
10919,1,128,2175
10920,1,128,917
10921,1,128,1166
10922,1,128,141
10923,1,128,702
10924,1,128,423
10925,1,128,680
10926,1,128,913
10927,1,128,610
10928,1,128,1489
10929,1,128,396
10930,1,128,1662
10931,1,128,625
10932,1,128,3204
10933,1,128,1713
10934,1,128,652
10935,1,128,1645
10936,1,128,266
10937,1,128,823
10938,1,128,2692
10939,1,128,692
10940,1,128,1632
10941,1,128,661
10942,1,128,2387
10943,1,128,314
10944,1,128,10419
10945,1,128,1139
10946,1,128,833
10947,1,128,1414
10948,1,128,183
10949,1,128,4097
10950,1,128,1857
10951,1,128,1713
10952,1,128,975
10953,1,128,5110
10954,1,128,759
10955,1,128,786
10956,1,128,1252
10957,1,128,827
10958,1,128,770
10959,1,128,10378
10960,1,128,2696
10961,1,128,1685
10962,1,128,2278
10963,1,128,4016
10964,1,128,5103
10965,1,128,731
10966,1,128,2674
10967,1,128,2630
10968,1,128,3766
10969,1,128,1182
10970,1,128,2505
10971,1,128,1738
10972,1,128,1045
10973,1,128,797
10974,1,128,427
10975,1,128,71
10976,1,128,440
10977,1,128,2247
10978,1,128,605
10979,1,128,450
10980,1,128,4305
10981,1,128,2690
10982,1,128,1949
10983,1,128,879
10984,1,128,1190
10985,1,128,641
10986,1,128,486
10987,1,128,1631
10988,1,128,5199
10989,1,128,490
10990,1,128,936
10991,1,128,2632
10992,1,128,248
10993,1,128,1541
10994,1,128,456
10995,1,128,128
10996,1,128,228
10997,1,128,725
10998,1,128,6548
10999,1,128,259
11000,1,128,691
11001,1,128,257
11002,1,128,361
11003,1,128,3116
11004,1,128,3423
11005,1,128,4172
11006,1,128,697
11007,1,128,786
11008,1,128,1281
11009,1,128,1030
11010,1,128,653
11011,1,128,802
11012,1,128,313
11013,1,128,704
11014,1,128,5875
11015,1,128,618
11016,1,128,407
11017,1,128,552
11018,1,128,716
11019,1,128,2593
11020,1,128,1583
11021,1,128,2577
11022,1,128,874
11023,1,128,101
11024,1,128,838
11025,1,128,4952
11026,1,128,3349
11027,1,128,5672
11028,1,128,678
11029,1,128,233
11030,1,128,97
11031,1,128,3064
11032,1,128,7315
11033,1,128,118
11034,1,128,666
11035,1,128,2507
11036,1,128,753
11037,1,128,12743
11038,1,128,2319
11039,1,128,225
11040,1,128,1625
11041,1,128,982
11042,1,128,1579
11043,1,128,283
11044,1,128,706
11045,1,128,985
11046,1,128,231
11047,1,128,306
11048,1,128,916
11049,1,128,1134
11050,1,128,834
11051,1,128,541
11052,1,128,5355
11053,1,128,2082
11054,1,128,520
11055,1,128,135
11056,1,128,1477
11057,1,128,707
11058,1,128,2387
11059,1,128,1344
11060,1,128,889
11061,1,128,202
11062,1,128,310
11063,1,128,193
11064,1,128,1752
11065,1,128,659
11066,1,128,2398
11067,1,128,770
11068,1,128,6906
11069,1,128,596
11070,1,128,464
11071,1,128,4597
11072,1,128,487
11073,1,128,472
11074,1,128,1533
11075,1,128,1568
11076,1,128,726
11077,1,128,294
11078,1,128,143
11079,1,128,1455
11080,1,128,493
11081,1,128,1509
11082,1,128,580
11083,1,128,42
11084,1,128,356
11085,1,128,2454
11086,1,128,304
11087,1,128,211
11088,1,128,242
11089,1,128,1174
11090,1,128,1631
11091,1,128,407
11092,1,128,344
11093,1,128,956
11094,1,128,675
11095,1,128,407
11096,1,128,353
11097,1,128,463
11098,1,128,358
11099,1,128,524
11100,1,128,379
11101,1,128,354
11102,1,128,189
11103,1,128,3926
11104,1,128,364
11105,1,128,449
11106,1,128,249
11107,1,128,2263
11108,1,128,1126
11109,1,128,1438
11110,1,128,241
11111,1,128,859
11112,1,128,923
11113,1,128,1312
11114,1,128,525
11115,1,128,4529
11116,1,128,2587
11117,1,128,592
11118,1,128,514
11119,1,128,778
11120,1,128,6052
